Name,City,State,Postal Code,Latitude,Longitude,Floorsize,Url,Price,Rooms,Home Type,Perks,Listing Overview,Website Traffic,Building Stats
"9818 Witham St, Dallas, TX 75220",Dallas,TX,75220,32.87394,-96.86153,"4,578",https://www.zillow.com/homedetails/9818-Witham-St-Dallas-TX-75220/26787284_zpid/,"$1,525,000","4 bds5 ba4,578 sqft","(' House for sale',)",Gorgeous swimming poolLoft spaceMassive walk-in showerGreen spaceDual sinksEn-suite primary bathroom,"The entertainers DREAM HOME! Welcome to 9818 Witham Street. Stunning modern new construction design with top-level quality and finishes all throughout. Soaring ceilings allow for tons of natural light to pour into the main living space. Massive chef's kitchen serves as the heart of the home and is ideal for family gatherings and large events. Downstairs bar area is the perfect place to hang out and watch live sporting events, overlooking your gorgeous swimming pool. Downstairs primary is oversized to accommodate any of your needs, complete with stunning en-suite primary bathroom featuring massive walk-in shower with stand alone tub, dual sinks, and his and hers closets. Additional guest bedroom downstairs. Upstairs features loft space overlooking the main living area and additional bedrooms. Out back you have a pool with spa, green space, and tons of privacy. Must see!Chevron DownShow more",1 dayon Zillow|695views|45saves|,"['Bedrooms: 4Bathrooms: 5Full bathrooms: 41/2 bathrooms: 1', 'Level: FirstDimensions: 24 x 24', 'Features: Dual Sinks, En Suite Bathroom, Garden Tub/Roman Tub, Walk-In Closet(s)Level: FirstDimensions: 17 x 19', 'Heating features: Central, Electric', 'Cooling features: Central Air, Electric', 'Appliances included: Dishwasher, Disposal, Gas Oven, Gas Range, Microwave, Refrigerator', 'Interior features: Decorative/Designer Lighting Fixtures, Cable TV', 'Total interior livable area: 4,578 sqftTotal number of fireplaces: 1Fireplace features: Decorative, ElectricVirtual tour: View virtual tour', 'Total spaces: 2Parking features: Garage - AttachedGarage spaces: 2Covered spaces: 2', 'Accessibility features: Smart Technology', 'Levels: TwoStories: 2Pool features: In Ground', 'Lot size: 8,015 sqft', 'Parcel number: 00000520909000000Special conditions: Builder OwnedExclusions: Staging furniture.', 'Home type: SingleFamilyArchitectural style: DetachedProperty subType: Single Family Residence', 'Foundation: SlabRoof: Flat,Other', 'Year built: 2023', 'Sewer information: Public SewerWater information: PublicUtilities for property: Sewer Available, Water Available, Cable Available', 'Region: DallasSubdivision: Brownwood Park', 'Buyer agency compensation: 3%']"
"10108 Shadow Way, Dallas, TX 75243",Dallas,TX,75243,32.915565,-96.710815,"2,812",https://www.zillow.com/homedetails/10108-Shadow-Way-Dallas-TX-75243/26890314_zpid/,"$450,000","4 bds3 ba2,812 sqft","(' House for sale',)",Large updated kitchen,"Opportunity knocks. Beautiful family home in Lake Highlands, Richardson ISD. In need of light updating. Large updated kitchen, 2-car garage located on a quiet street in walkable neighborhood.Chevron DownShow more","13 dayson Zillow|4,194views|270saves|Likely to sell faster than 86 % nearby","['Bedrooms: 4Bathrooms: 3Full bathrooms: 3', 'Level: FirstDimensions: 13 x 8', 'Level: FirstDimensions: 15 x 12', 'Level: FirstDimensions: 11 x 11', 'Level: FirstDimensions: 16 x 15', 'Level: FirstDimensions: 19 x 15', 'Level: FirstDimensions: 12 x 11', 'Level: FirstDimensions: 17 x 14', 'Level: FirstDimensions: 13 x 11', 'Flooring: Carpet, Ceramic Tile', 'Heating features: Central, Natural Gas', 'Cooling features: Central Air, Electric', 'Appliances included: Dishwasher, Electric Cooktop, Disposal', 'Interior features: Other, Paneling/Wainscoting', 'Total interior livable area: 2,812 sqftTotal number of fireplaces: 1Fireplace features: OtherVirtual tour: View virtual tour', 'Total spaces: 2Parking features: Garage, Garage Faces RearGarage spaces: 2Covered spaces: 2', 'Levels: OneStories: 1', 'Lot size: 0.28 AcresLot size dimensions: 115 x 140Lot features: Interior Lot', 'Parcel number: 00000820497800000Special conditions: Standard', 'Home type: SingleFamilyArchitectural style: Traditional,DetachedProperty subType: Single Family Residence', 'Construction materials: BrickFoundation: Slab', 'Year built: 1985', 'Sewer information: Public SewerWater information: PublicUtilities for property: Sewer Available, Water Available', 'Region: DallasSubdivision: Woodbridge 03', 'Buyer agency compensation: 3%']"
"1200 Main St Apt 2110, Dallas, TX 75202",Dallas,TX,75202,32.779797,-96.80144,"1,103",https://www.zillow.com/homedetails/1200-Main-St-APT-2110-Dallas-TX-75202/80238980_zpid/,"$395,000","2 bds2 ba1,103 sqft","(' Condo for sale',)",Dart railAmple natural lightAutomatic black out shadesBarstool seatingGrilling areaOpen concept floor planDeep ellum,"Stunning 2 bedroom, 2 bathroom unit with private turfed balcony on the 21st floor of the Metropolitan, in Downtown Dallas. The open concept floor plan with wood flooring throughout provides ample natural light and spacious living. The show stopper kitchen includes barstool seating, stainless steel appliances and a waterfall island. The primary suite features automatic black out shades, custom closet, double vanity and soaking tub. Guest bedroom has floor to ceiling sliding glass doors to the turfed balcony. *Large storage unit is directly across the hall from the unit. Building includes 24-hr security, pool, gym, grilling area, business center and package + food acceptance by FD. Wired for fiber. Comes with one assigned parking space (Option to rent an additional space for a fee). Close proximity to AT&T District, National Hotel, Neiman Marcus, Farmers Market, Deep Ellum, Dart rail and shops +restaurants.Chevron DownShow more",4 dayson Zillow|751views|54saves|Likely to sell faster than 91 % nearby,"['Bedrooms: 2Bathrooms: 2Full bathrooms: 2', 'Level: FirstDimensions: 21 x 14', 'Features: Closet Cabinetry, Dual Sinks, En Suite Bathroom, Garden Tub/Roman Tub, Separate ShowerLevel: FirstDimensions: 14 x 13', 'Features: En Suite BathroomLevel: FirstDimensions: 12 x 11', 'Features: Built-in Features, Stone CountersLevel: FirstDimensions: 11 x 9', 'Flooring: Laminate, Luxury Vinyl Plank, Travertine', 'Heating features: Central, Electric', 'Cooling features: Central Air, Electric', 'Appliances included: Some Gas Appliances, Dishwasher, Disposal, Gas Range, Microwave, Plumbed For Gas, Refrigerator', 'Window features: Window CoveringsInterior features: Decorative/Designer Lighting Fixtures, Eat-in Kitchen, Granite Counters, High Speed Internet, Cable TV, Wired for Sound', 'Total interior livable area: 1,103 sqftVirtual tour: View virtual tour', 'Total spaces: 1Parking features: Assigned, Covered, Electric GateGarage spaces: 1Covered spaces: 1', 'Levels: OneStories: 1Pool features: In Ground, Outdoor Pool, CommunityExterior features: BalconyPatio & porch details: Covered, Terrace, BalconyFencing: None', 'Lot size: 1.03 Acres', 'Parcel number: 00C46200000002110Attached to another structure: YesSpecial conditions: Standard', 'Home type: CondoArchitectural style: Contemporary/ModernProperty subType: Condominium', 'Construction materials: ConcreteFoundation: OtherRoof: Other', 'Year built: 1974', 'Sewer information: Public SewerWater information: PublicUtilities for property: Sewer Available, Water Available, Cable Available', 'Energy efficient items: Water Heater, Windows', 'Security features: Fire Alarm, Fire Sprinkler System, Security Gate, Smoke Detector(s), Security Guard', 'Community features: Elevator, Fitness Center, Pool, Restaurant, Community Mailbox', 'Region: DallasSubdivision: Metropolitan 1200 Main St Condo', 'Has HOA: YesHOA fee: $781 monthlyServices included: All Facilities, Association Management, Insurance, Maintenance Grounds, Maintenance Structure, Security', 'Buyer agency compensation: 3.0%']"
"4529 Royal Ln, Dallas, TX 75229",Dallas,TX,75229,32.895416,-96.83121,"6,062",https://www.zillow.com/homedetails/4529-Royal-Ln-Dallas-TX-75229/26757216_zpid/,"$5,495,000","5 bds6 ba6,062 sqft","(' House for sale',)",Clean linesEnormous heated poolNeutral color paletteOpen-concept layout,"1 of only 5 homes located behind the parkway wall just West of Welch, this stunning home is designed for the ultimate in entertainment, with an open-concept layout that seamlessly blends indoor and outdoor living. The spacious living areas are perfect for hosting lavish parties or intimate gatherings, and the home is a dream come true for art enthusiasts with its clean lines, neutral color palette and lighting. This home is perfect for multigenerational families, boasting 5 bedrooms, including a 5th bedroom pre-plumbed for an ensuite bathroom. The sprawling 1-acre lot provides ample privacy, and the backyard is a true oasis, complete with an enormous heated pool and spa, cabana, and multiple outdoor seating areas. This exquisite home combines luxury, privacy, and style in one perfect package.Chevron DownShow more","50 dayson Zillow|5,305views|349saves|","['Bedrooms: 5Bathrooms: 6Full bathrooms: 41/2 bathrooms: 2', 'Level: FirstDimensions: 16 x 12', 'Features: En Suite BathroomLevel: FirstDimensions: 15 x 12', 'Features: FireplaceLevel: First', 'Dimensions: 15 x 14', 'Features: Built-in Features, Dual Sinks, Jetted Tub, Steam ShowerLevel: FirstDimensions: 18 x 18', 'Features: En Suite BathroomDimensions: 15 x 12', 'Features: FireplaceLevel: FirstDimensions: 36 x 22', 'Features: Breakfast Bar, Built-in Features, Eat-in Kitchen, Kitchen Island, Walk-In PantryLevel: First', 'Features: Fireplace, Sitting Area in MasterLevel: FirstDimensions: 20 x 20', 'Features: En Suite BathroomLevel: FirstDimensions: 18 x 15', 'Flooring: Stone', 'Heating features: Central, ENERGY STAR Qualified Equipment, Fireplace(s), Zoned', 'Cooling features: Central Air, Electric, ENERGY STAR Qualified Equipment, Zoned', 'Appliances included: Built-In Refrigerator, Double Oven, Dishwasher, Electric Cooktop, Disposal, Ice Maker, Tankless Water Heater, Vented Exhaust Fan, Wine CoolerLaundry features: Laundry in Utility Room', 'Interior features: Dry Bar, Eat-in Kitchen, Kitchen Island, Open Floorplan, Vaulted Ceiling(s), Walk-In Closet(s)', 'Total interior livable area: 6,062 sqftTotal number of fireplaces: 3Fireplace features: Bedroom, Family Room, Gas Log, Great RoomVirtual tour: View virtual tour', 'Total spaces: 3Parking features: Epoxy Flooring, OversizedGarage spaces: 3Covered spaces: 3', 'Levels: OneStories: 1Private pool: YesPool features: Gunite, Heated, In Ground, Outdoor Pool, Private, Pool/Spa ComboExterior features: Gas Grill, Lighting, Outdoor Kitchen, Outdoor Living Area, Outdoor Shower, StoragePatio & porch details: CoveredFencing: Wood', 'Lot size: 1.06 AcresLot features: Back Yard, Interior Lot, Lawn, Landscaped, Many Trees, Sprinkler System', 'Parcel number: 00000414613000000Special conditions: Standard', 'Home type: SingleFamilyArchitectural style: Contemporary/Modern,DetachedProperty subType: Single Family Residence', 'Construction materials: Frame, StuccoFoundation: Pillar/Post/Pier, SlabRoof: Other', 'Year built: 2015', 'Sewer information: Public SewerWater information: PublicUtilities for property: Cable Available, Sewer Available, Water Available', 'Security features: Fire Sprinkler System, Smoke Detector(s)', 'Region: DallasSubdivision: Luna Park Estates', 'Buyer agency compensation: 3.0%']"
"2806 N Hall St, Dallas, TX 75204",Dallas,TX,75204,32.802906,-96.797516,"2,450",https://www.zillow.com/homedetails/2806-N-Hall-St-Dallas-TX-75204/67961729_zpid/,"$733,000","3 bds4 ba2,450 sqft","(' Townhouse for sale',)",Dramatic marble fireplaceSunshiny kitchenSmall town accessibilitySleek finishes,"Ditch the car and lace up your shoes as you enjoy one of Dallas’s most exclusive, walkable areas. Reminiscent of a Tribeca brownstone, this upscale community of highly sought after townhomes offers the feeling of small town accessibility, with every worldly convenience just moments away. Stroll past the historic architectural gems of State Thomas as you visit your dentist, enjoy the charm of one of Dallas’s oldest cemeteries as you make your way to a trendy West Village brunch, or grab a matcha latte as you hit the Katy Trail. This 3-level home has a beautiful flow with 3 private bedrooms, all with en-suite baths, all fabulously appointed with the highest quality finishes. The second level living with dramatic marble fireplace opens seamlessly to dining, and sunshiny kitchen. Cooking enthusiasts will adore the sleek finishes & swanky high-end appliances, and entertainers will enjoy space for a breakfast room or bar! A knockout home & the universe at your fingertips. What’s not to love?Chevron DownShow more","5 dayson Zillow|1,160views|127saves|","['Bedrooms: 3Bathrooms: 4Full bathrooms: 31/2 bathrooms: 1', 'Features: En Suite Bathroom, Walk-In Closet(s)Level: FirstDimensions: 12 x 14', 'Features: Built-in Features, FireplaceLevel: SecondDimensions: 15 x 16', 'Level: SecondDimensions: 13 x 14', 'Features: En Suite Bathroom, Garden Tub/Roman Tub, Jetted Tub, Linen Closet, Stone Counters, Separate ShowerLevel: ThirdDimensions: 13 x 9', 'Features: Built-in Features, Eat-in Kitchen, Granite Counters, Kitchen Island, Pantry, Walk-In PantryLevel: SecondDimensions: 17 x 15', 'Features: Closet Cabinetry, En Suite Bathroom, Sitting Area in Primary, Walk-In Closet(s)Level: ThirdDimensions: 18 x 15', 'Features: En Suite Bathroom, Walk-In Closet(s)Level: ThirdDimensions: 12 x 11', 'Flooring: Tile, Wood', 'Heating features: Central, Natural Gas', 'Cooling features: Central Air, Ceiling Fan(s), Electric', 'Appliances included: Built-In Refrigerator, Dishwasher, Disposal, Gas Oven, Gas Range, Gas Water Heater, Ice Maker, Refrigerator, Vented Exhaust Fan, Wine CoolerLaundry features: Washer Hookup, Electric Dryer Hookup, In Hall', 'Window features: Plantation Shutters, Window CoveringsInterior features: Built-in Features, Double Vanity, Eat-in Kitchen, High Speed Internet, Kitchen Island, Multiple Staircases, Open Floorplan, Pantry, Cable TV, Walk-In Closet(s)', 'Total interior livable area: 2,450 sqftTotal number of fireplaces: 1Fireplace features: Gas, Glass Doors, Gas Log, Gas Starter, Living Room, MetalVirtual tour: View virtual tour', 'Total spaces: 2Parking features: Garage, Garage Door Opener, Garage Faces RearGarage spaces: 2Covered spaces: 2', 'Levels: Three Or MoreExterior features: Balcony, Rain GuttersPatio & porch details: Front Porch, BalconyFencing: Front Yard,Gate,Wrought Iron', 'Lot size: 1,698 sqftLot size dimensions: 0 x 0Lot features: Landscaped, Many Trees, Sprinkler System', 'Parcel number: 00063600070040000Attached to another structure: YesSpecial conditions: StandardExclusions: Mirror clock artwork in the dining area, and large wooden mirror in upstairs hallway.', 'Home type: TownhouseArchitectural style: TraditionalProperty subType: Townhouse', 'Construction materials: BrickFoundation: SlabRoof: Composition', 'Year built: 2004', 'Sewer information: Public SewerWater information: PublicUtilities for property: Natural Gas Available, Sewer Available, Separate Meters, Water Available, Cable Available', 'Energy efficient items: Roof, Thermostat', 'Security features: Smoke Detector(s)', 'Community features: Community Mailbox, Sidewalks', 'Region: DallasSubdivision: Hall Howell Tr', 'Has HOA: YesHOA fee: $1,961 annuallyServices included: Association Management, Insurance, Internet, Maintenance Grounds, Maintenance Structure', 'Buyer agency compensation: 3%']"
"2811 Bedford St, Dallas, TX 75212",Dallas,TX,75212,32.77797,-96.86565,742,https://www.zillow.com/homedetails/2811-Bedford-St-Dallas-TX-75212/26837085_zpid/,"$349,950",2 bds1 ba742 sqft,"(' House for sale',)",,"This is an excellent opportunity to own this land near Trinity Groves, Bishop Arts, and Downtown Dallas. The property must be sold with adjoining land at 2811 Bedford, with no exceptions. The value is in the land, and the zoning must be verified with the city of Dallas. Several zoning options in the area.Chevron DownShow more",8 minuteson Zillow|1view|0save|,"['Bedrooms: 2Bathrooms: 1Full bathrooms: 1', 'Level: FirstDimensions: 0 x 0', 'Level: FirstDimensions: 0 x 0', 'Interior features: Other', 'Total interior livable area: 742 sqft', 'Parking features: No Garage', 'Levels: OneStories: 1Fencing: Chain Link', 'Lot size: 0.26 AcresLot size dimensions: 75  x  150', 'Parcel number: 00000700909000000Attached to another structure: YesSpecial conditions: Standard', 'Home type: SingleFamilyArchitectural style: DetachedProperty subType: Single Family Residence', 'Year built: 1948', 'Sewer information: Public SewerWater information: PublicUtilities for property: Sewer Available, Water Available', 'Region: DallasSubdivision: Gerlach & Conduitt', 'Buyer agency compensation: 3%']"
"9207 San Fernando Way, Dallas, TX 75218",Dallas,TX,75218,32.828407,-96.70629,"1,279",https://www.zillow.com/homedetails/9207-San-Fernando-Way-Dallas-TX-75218/26741079_zpid/,"$399,000","2 bds1 ba1,279 sqft","(' House for sale',)",Botanical gardenProximity to parksExcellent schools,"Don't miss this chance to turn a diamond in the rough into a polished masterpiece! Whether you're a seasoned renovator or a first-time homebuyer ready to take on a project, this property offers the canvas for your dream home. The surrounding neighborhood is known for its vibrant community, excellent schools, and proximity to parks and recreational areas. Explore the nearby Dallas Arboretum and Botanical Garden or take a stroll along the scenic trails of White Rock Lake. This fixer-upper is also conveniently located near shopping, dining, and entertainment options, ensuring you have everything you need within reach. Act fast, as properties like these are rare finds in this sought-after Dallas neighborhood. Book your appointment today!Chevron DownShow more","4 dayson Zillow|1,017views|57saves|","['Bedrooms: 2Bathrooms: 1Full bathrooms: 1', 'Level: FirstDimensions: 14 x 12', 'Level: FirstDimensions: 15 x 12', 'Level: FirstDimensions: 1 x 1', 'Level: FirstDimensions: 17 x 13', 'Level: FirstDimensions: 12 x 9', 'Flooring: Tile, Wood', 'Heating features: Central', 'Cooling features: Central Air', 'Appliances included: Dishwasher, Gas Cooktop, RefrigeratorLaundry features: In Kitchen', 'Interior features: Other', 'Total interior livable area: 1,279 sqftTotal number of fireplaces: 1Fireplace features: Gas, Living RoomVirtual tour: View virtual tour', 'Total spaces: 2Parking features: Garage Faces Front, Garage, PavedGarage spaces: 2Covered spaces: 2', 'Levels: OneStories: 1Patio & porch details: DeckFencing: WoodResidential vegetation: Cleared', 'Lot size: 0.29 AcresLot features: Landscaped, Subdivision', 'Parcel number: 00000373594000000', 'Home type: SingleFamilyArchitectural style: Traditional,DetachedProperty subType: Single Family Residence', 'Construction materials: BrickFoundation: Combination, Pillar/Post/Pier, SlabRoof: Composition', 'Year built: 1948', 'Sewer information: Public SewerWater information: PublicUtilities for property: Electricity Available, Natural Gas Available, Sewer Available, Separate Meters, Water Available', 'Community features: Curbs', 'Region: DallasSubdivision: Casa Linda Highlands', 'Buyer agency compensation: 3%']"
"1439 Claude St, Dallas, TX 75203",Dallas,TX,75203,32.7404,-96.800545,"1,500",https://www.zillow.com/homedetails/1439-Claude-St-Dallas-TX-75203/26718653_zpid/,"$275,000","4 bds2 ba1,500 sqft","(' House for sale',)",Quartz countertops,"Discover comfort and style in this fully renovated 4-bed, 3-bath gem. The living room welcomes you with warmth, and the kitchen, equipped with stainless steel appliances and quartz countertops, is a practical delight. Conveniently situated near downtown Dallas, this home offers modern appeal with recent renovations.Chevron DownShow more",1 dayon Zillow|234views|6saves|,"['Bedrooms: 4Bathrooms: 2Full bathrooms: 2', 'Level: FirstDimensions: 13 x 12', 'Level: FirstDimensions: 12 x 12', 'Level: FirstDimensions: 10 x 11', 'Level: FirstDimensions: 10 x 11', 'Level: FirstDimensions: 10 x 11', 'Level: FirstDimensions: 8 x 9', 'Flooring: Ceramic Tile, Vinyl', 'Heating features: Heat Pump', 'Cooling features: Central Air, Electric', 'Appliances included: Dishwasher, Gas Range', 'Interior features: Cable TV', 'Total interior livable area: 1,500 sqft', 'Parking features: OpenHas uncovered spaces: Yes', 'Levels: OneStories: 1', 'Lot size: 7,361 sqftLot features: Interior Lot', 'Parcel number: 00000293815000000Special conditions: Standard', 'Home type: SingleFamilyArchitectural style: Traditional,DetachedProperty subType: Single Family Residence', 'Construction materials: BrickFoundation: SlabRoof: Composition', 'Year built: 1922', 'Sewer information: Public SewerWater information: PublicUtilities for property: Sewer Available, Water Available, Cable Available', 'Region: DallasSubdivision: Cedar Cliff', 'Buyer agency compensation: 3%']"
"4527 N Ottawa Dr, Keller, TX 76244",Keller,TX,76244,32.7924,-96.89496,"1,788",https://www.zillow.com/homedetails/4527-N-Ottawa-Dr-Keller-TX-76244/2053225554_zpid/,"$360,000","4 bds2 ba1,788 sqft","(' House for sale',)",Open floor planDark cabinetsLarge showerVinyl flooring throughoutMaster suiteGranite countersLarge practical laundry room,"Hurry! I won't Last Long... This Beautiful Well Kept Home offers a feeling of casual comfort, both inside and out. Inside, the Entry Hall leads to the kitchen area, Breakfast and Family Room.
This Open Floor Plan welcomes family and friends to gather in both the Dining and Family Room areas with High Ceilings.
The Kitchen offers a Breakfast Bar countertop that you to add Barstools to, Dark Cabinets, Granite Counters and an adjacent Dining Area.
The Master Suite is tucked away from the Secondary Bedrooms. The Master Suite Bathroom boast with a large shower and double sinks.
The Secondary Bedrooms 2, 3 and 4 share a Hall Bathroom. 
No Carpet Worries because there's Vinyl Flooring throughout, This Home has a large practical Laundry Room which leads to the 2 Car Garage. 
Enjoy the extended back patio with family and friends with no neighbors behind the home, and a fence to provide more privacy after a long day at work or running errands. Don't Missed This Opportunity to See This One.Chevron DownShow more",1 dayon Zillow|242views|13saves|,"['Bedrooms: 4Bathrooms: 2Full bathrooms: 2', 'Features: Dual Sinks, En Suite Bathroom, Separate Shower, Walk-In Closet(s)Level: FirstDimensions: 17 x 12', 'Features: Walk-In Closet(s)Level: FirstDimensions: 10 x 10', 'Features: Walk-In Closet(s)Level: FirstDimensions: 12 x 10', 'Features: Walk-In Closet(s)Level: FirstDimensions: 10 x 12', 'Level: FirstDimensions: 10 x 14', 'Features: Breakfast Bar, Built-in Features, Eat-in Kitchen, Granite Counters, Kitchen Island, Pantry, Walk-In PantryLevel: FirstDimensions: 15 x 14', 'Level: FirstDimensions: 8 x 6', 'Level: FirstDimensions: 17 x 14', 'Flooring: Luxury Vinyl Plank', 'Cooling features: Central Air, Ceiling Fan(s)', 'Appliances included: Dishwasher, Electric Oven, Disposal, Microwave, RefrigeratorLaundry features: Washer Hookup, Electric Dryer Hookup, Laundry in Utility Room', 'Interior features: Eat-in Kitchen, Granite Counters, High Speed Internet, Kitchen Island, Open Floorplan, Pantry, Cable TV, Walk-In Closet(s)', 'Total interior livable area: 1,788 sqftVirtual tour: View virtual tour', 'Total spaces: 4Parking features: Garage - Attached, CarportGarage spaces: 2Covered spaces: 4Carport spaces: 2', 'Levels: OneStories: 1Fencing: Back Yard,Fenced,Wood', 'Lot size: 7,840 sqftLot size dimensions: 7840Lot features: Backs to Greenbelt/Park', 'Parcel number: 0000068982100000Special conditions: Standard', 'Home type: SingleFamilyArchitectural style: Traditional,DetachedProperty subType: Single Family Residence', 'Construction materials: Brick, Rock, StoneFoundation: SlabRoof: Composition', 'Year built: 2019', 'Sewer information: Public SewerWater information: PublicUtilities for property: Electricity Connected, Sewer Available, Water Available, Cable Available', 'Energy efficient items: Appliances, Thermostat, Water Heater', 'Security features: Security System Leased, Smoke Detector(s)', 'Region: KellerSubdivision: Eagle Ford Plaza', 'Buyer agency compensation: 3%']"
"1808 Williams Way Ln, Dallas, TX 75228",Dallas,TX,75228,32.81307,-96.684006,"2,143",https://www.zillow.com/homedetails/1808-Williams-Way-Ln-Dallas-TX-75228/2056601966_zpid/,"$355,000","4 bds3 ba2,143 sqft","(' House for sale',)",Lovely poolShopping centersSpacious closet,"Don't pass up the chance to live near downtown Dallas, with convenient access to major highways, shopping centers, and restaurants. This charming two-story home features a lovely pool, perfect for creating great memories in the Summer. With 3 bedrooms, 2 bathrooms, and a cozy living room complete with a fireplace, you'll have all the space you need to enjoy the holiday season. The owner has made some updates, including an extra large room with a spacious closet, as well as an additional storage room outside for added convenience.Chevron DownShow more","14 dayson Zillow|3,215views|250saves|","['Bedrooms: 4Bathrooms: 3Full bathrooms: 21/2 bathrooms: 1', 'Level: SecondDimensions: 11 x 12', 'Features: Walk-In Closet(s)Level: FirstDimensions: 10 x 12', 'Level: FirstDimensions: 12 x 14', 'Features: FireplaceLevel: FirstDimensions: 14 x 18', 'Level: FirstDimensions: 14 x 14', 'Features: PantryLevel: FirstDimensions: 12 x 14', 'Level: SecondDimensions: 11 x 11', 'Flooring: Combination, Ceramic Tile', 'Heating features: Central, Electric', 'Cooling features: Central Air, Electric', 'Appliances included: Dishwasher, Electric Cooktop, Electric Oven, Disposal, MicrowaveLaundry features: Electric Dryer Hookup', 'Interior features: Eat-in Kitchen, High Speed Internet, Cable TV', 'Total interior livable area: 2,143 sqftTotal number of fireplaces: 1Fireplace features: Living RoomVirtual tour: View virtual tour', 'Total spaces: 2Parking features: Attached Carport, Carport, Driveway, Garage, Garage Door OpenerCovered spaces: 2Carport spaces: 2', 'Levels: TwoStories: 2Pool features: Outdoor PoolFencing: Back Yard', 'Lot size: 5,793 sqft', 'Parcel number: 0073780G000020000Attached to another structure: YesSpecial conditions: Standard', 'Home type: SingleFamilyArchitectural style: DetachedProperty subType: Single Family Residence', 'Construction materials: BrickFoundation: SlabRoof: Composition', 'Year built: 1990', 'Sewer information: Public SewerWater information: PublicUtilities for property: Electricity Connected, Sewer Available, Water Available, Cable Available', 'Region: DallasSubdivision: Ash Creek Add', 'Buyer agency compensation: 2.5 %%']"
"5840 Marquita Ave, Dallas, TX 75206",Dallas,TX,75206,32.82573,-96.766266,"1,629",https://www.zillow.com/homedetails/5840-Marquita-Ave-Dallas-TX-75206/26694953_zpid/,"$785,000","3 bds2 ba1,629 sqft","(' House for sale',)",Fabulous poolNew windowsGorgeous tudorSaltwater poolLandscape lightingGlass front cabinetsBath remodel,"Gorgeous Tudor with saltwater pool & spa on a 184' deep lot in the much sought after M Streets.  Beautifully updated kitchen with stainless steel appliances, granite countertops and glass front cabinets.  Updated baths, spacious master, fabulous pool with fountains, 2 car detached garage with electric gate.  Recent updates include refinished hardwoods, new windows, custom shutters, kitchen and bath remodel, swim jets installed in the pool, landscape lighting, new pool heater, new hot water heater, new pool surface.  Great curb appeal in a very desirable centralized location.Chevron DownShow more","81 dayson Zillow|3,812views|195saves|","['Bedrooms: 3Bathrooms: 2Full bathrooms: 2', 'Features: Breakfast Bar, Eat-in Kitchen, Stone CountersLevel: FirstDimensions: 9 x 9', 'Features: FireplaceLevel: FirstDimensions: 13 x 12', 'Level: FirstDimensions: 16 x 12', 'Level: FirstDimensions: 12 x 11', 'Features: Built-in FeaturesLevel: FirstDimensions: 13 x 12', 'Features: Built-in FeaturesLevel: FirstDimensions: 12 x 7', 'Flooring: Ceramic Tile, Slate, Wood', 'Heating features: Central, Fireplace(s), Natural Gas', 'Cooling features: Central Air, Electric', 'Appliances included: Built-In Gas Range, Dishwasher, Disposal, Gas Water Heater, Microwave, Refrigerator, Vented Exhaust Fan', 'Window features: Window CoveringsInterior features: Dry Bar, Decorative/Designer Lighting Fixtures, High Speed Internet, Smart Home, Cable TV, Wired for Sound', 'Total interior livable area: 1,629 sqftTotal number of fireplaces: 1Fireplace features: Gas, MasonryVirtual tour: View virtual tour', 'Total spaces: 4Parking features: Additional Parking, Common, Concrete, Covered, Driveway, Electric Gate, Enclosed, Garage Faces Front, Garage, Garage Door OpenerGarage spaces: 2Covered spaces: 2Carport spaces: 2', 'Levels: OneStories: 1Pool features: Gunite, Heated, In Ground, Outdoor Pool, Other, Pool Sweep, Pool/Spa Combo, Salt Water, Water FeatureExterior features: Lighting, Rain GuttersPatio & porch details: PatioFencing: Back Yard,Fenced,Gate,Wood,Wrought Iron', 'Lot size: 9,016 sqftLot features: Interior Lot, Landscaped', 'Parcel number: 00000202921000000Attached to another structure: YesSpecial conditions: Standard', 'Home type: SingleFamilyArchitectural style: Tudor,DetachedProperty subType: Single Family Residence', 'Construction materials: Plaster, StuccoFoundation: Pillar/Post/PierRoof: Composition', 'Year built: 1926', 'Sewer information: Public SewerWater information: PublicUtilities for property: Natural Gas Available, Sewer Available, Separate Meters, Underground Utilities, Water Available, Cable Available', 'Security features: Security System, Other', 'Community features: Curbs, Sidewalks', 'Region: DallasSubdivision: Bomars 02 University Place', 'Buyer agency compensation: 3%']"
